%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
0,-6.463221800273743,-9.324241423092502,3.6395651874315504,-4.885876891345738,-3.4944001851266506,-7.470832694541009,1.9433620015846245,-1.7471992551393,-2.0889946282217977,3.056016110081984,13.232302042103179,3.028426731386773,5.071392158573097,3.4434263687829514,12.210368393724185,0.0014450287797860284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,-4.232031179640174,-5.292380817738689,6.8108749443834995,1.477754876384708,-0.8174491388622158,-5.376145450930757,6.807338463628284,4.244367625346847,-4.850992091888216,5.755789723987782,11.747799929079967,7.579348505739105,3.0750199548150476,6.197974554233916,7.284099391094706,7.554415032522386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,-6.354004632841026,-5.498198792310177,5.173140050219459,3.7264975680139543,-3.4124677852241234,-5.81623821129827,6.944552645879199,8.652545088244786,-6.061529539937737,8.55583794408168,12.89460331514628,10.839025916876949,2.953896182821282,6.895696329003449,0.36641689927740373,1.028430911820978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-10.55907628447936,-10.806478731357458,-0.9232346924396637,-1.2422317645454797,-8.88296208208071,-8.186057543610843,1.5753958671217276,5.346809306640559,-4.3316175622301145,7.578305454711732,13.2468322348942,10.445031888970327,5.1899236040957675,7.061096606541447,5.3951483620358225,-0.19777438681884973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-10.151382556236996,-10.502553427682699,-0.8454109931460749,-3.2335466843464786,-5.700974579889305,-6.578583149087706,-0.4981386589329162,2.6638973119576264,-3.460264382221794,5.564848869186157,8.475344445315322,8.913420349320965,4.7797871379263945,6.732124095088189,7.232349337324319,4.158347764890086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-5.722740414493714,-5.081996027137706,5.408945359680274,3.721994676784064,-0.09290573800413426,-3.861235688787133,6.053641181037378,5.221972411398113,-1.2650623132443712,4.6161809860991525,7.852447136178088,6.68646121659831,2.6088208812365856,3.3740645497539035,3.429067197278366,-0.5638001184432708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-2.5273004133188266,-1.8218251081925558,8.236177511883284,6.074010637135288,-1.35357963778074,-3.2196271066624575,10.067681228387471,5.553081289140977,1.927128992586292,3.7706284525383182,11.751502691993249,4.087503869594432,3.5089857739225554,0.9603328191649858,4.336149487589094,-2.5951253767194125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-4.003265338151152,-2.0343720323405705,5.344794218491614,1.9300506467677536,-3.359122074031319,-2.9690871802825427,6.0319333582949355,1.8463363990899353,1.644656240649726,1.1265806141212291,12.347829796547536,-2.556628635854274,3.224494304300112,-3.7478923694685182,6.95704679523834,-5.907057509983437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-0.9959955391429247,1.5081268406568995,6.563588976131669,5.528616863760064,1.1738024636131854,0.5570241144526307,6.893582961669324,6.0819318472454995,1.0197029226165153,2.5800681549847777,12.803544620409266,-0.63072536014423,0.7105589593897408,-4.115455007725331,6.6099561256812525,-6.235909378536864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,1.0936247182807932,1.955746872974288,8.611555621133405,7.2314904337323895,1.0983934795109036,0.5027986356602412,9.401301402042762,13.067448131493066,1.131361592915841,6.628568685823333,12.335848833656542,13.311240333837631,0.20070701994016105,6.432753269007069,5.934591184142867,12.928110918233163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-4.164861921203936,-3.3505403063360575,5.635009620275341,3.698972604623208,-5.300019730402028,-3.2697426150870257,6.946927550442538,12.371626512918326,-1.3694295844723428,5.998477032718981,10.101035733835115,15.098427718670603,0.6120972204530979,10.536500486760314,5.23280647628507,17.60423683788923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-5.9158182066323235,-2.128486529709278,2.045645833613122,7.443304503517126,-6.169805035521463,-1.747871835031944,6.070276799183304,10.921549214994883,-1.8228342451539348,2.113175141852526,9.48371100881976,6.32275970372153,-0.4342033584520095,4.652463419596231,4.425659684082618,5.752796692652602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,2.1885539995926564,7.422987317694464,4.988674177236675,14.444601912303597,2.417031218004979,3.827587076601361,12.189207070241878,13.513406054726872,0.5774540011848899,0.1440196504930995,10.452612159752697,6.173580556508739,0.8156187792911069,3.730360448034048,9.593138624849463,12.383357527802936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,4.058241761183837,5.499816887805622,5.280583705813413,8.879919899983918,2.4991155840531576,-0.28811157834692835,11.666040237923013,11.865138860760574,1.6486736549719723,0.7545860388579229,12.036534814499625,5.9338778400005125,3.7348534726157965,3.9914587328977547,15.320258985047431,14.356309576135398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-2.2646398818994413,-3.7969735503672837,1.426096700495691,1.737386001899523,-5.57728544178579,-7.125983344985961,4.496254326094018,9.75585629440409,1.4066378144488993,0.5303059987574628,8.577449223649602,2.8402549570031397,2.3440348939478213,1.1507728747141428,13.093035168251987,6.371717241968586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-4.390315017834823,-2.3435887632889845,3.3533951877638017,4.721860476321169,-2.4201191406304545,-3.235211529825442,3.307758537014834,11.699765141657167,2.877868085478852,1.4585561716494055,2.888741840952285,7.066501687506431,-0.8290539179669807,1.6303711088915875,6.260990903785093,9.4661141255546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-0.9522335322741355,2.2885890230194192,6.065480809234444,5.160780361747662,5.474664915970479,1.4395485262438683,4.858382029603291,10.544238947025175,4.295319909469228,3.841569432278561,2.0905750074406413,13.458070051583078,-2.0411729661267017,4.678571805537324,2.6672946026898217,14.139461347667783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-2.1639679789861788,-3.1500075446356703,1.7863466347374164,-1.331684853383063,0.9681578890549787,-4.437987125009574,1.3354273460160115,4.996787937702017,0.9055376791551168,1.119408778493849,0.35717406524650386,11.496220978051653,-3.0677417991731843,4.767374010778923,4.675250041485725,13.089850595364922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-6.381306057133752,-8.474955924783561,-1.1358944954474701,-1.9197651606172386,-5.331482946715919,-8.497567568499875,-2.3907728447718526,2.3953178197609333,-0.9929331333802622,-2.482656062516284,-3.4273228044318245,2.9560668557986816,-3.402017204909342,1.4353000638264888,4.076420577580038,7.072589077110539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-7.352775035979031,-8.192303252369324,-2.6260859114239503,-2.484614068979152,-5.096764595889785,-6.54902069039051,-4.429953557251182,-1.4056481492326167,-0.5351970939615143,-1.2842457480754348,-4.494975286807787,1.1206629856317676,-2.424655683819182,0.3860694401530651,2.204298102710581,1.7089059760210077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-2.797410441476325,-2.0523745243748976,-1.7329749988655099,-3.642452660693267,-0.8588633549102518,-2.729410011481555,-2.7326553262087954,-3.881966798906794,-1.510830337097417,-2.3641765368623737,-5.852656359352096,-1.595157799087417,-3.1688005372734196,-1.4521365736107583,5.925055732728623,-1.4104889460025944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-3.0383429407338767,-0.2967250337512404,-2.7165345544588426,-3.207990364308042,-2.0093350059517014,-2.262332020339114,-4.837793099241699,-2.497568291406024,-4.853214746291812,-1.5406639518005534,-6.5358154551370475,-5.562577158321531,-3.5442374666056935,-2.180820071714038,6.632733615437637,-3.782756595510211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,-12.385221575160301,-10.6109262219051,-11.373129599587728,-8.511296275419717,-10.670848014234515,-7.583896217581,-14.376788581071082,-3.773400841531661,-6.960456934129425,2.326415602842175,-9.364478213965,2.096375704312905,-4.014403813212979,1.5693939337079001,-1.152712436739023,0.7627568908824607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
