%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
0,-12.365320229469745,-12.425951933478743,-4.471061886275052,-5.103595225177926,-3.2383125097974528,-6.594243669704397,-10.116143850965855,9.956009722049544,-6.1453813481860635,5.184171701965575,-1.8971869240690324,17.282382578546823,2.909799371068594,9.736370502736925,0.6268843775616588,11.283110483404275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,-3.1830390205294634,-4.330622094644582,-0.7028230821160548,2.8897238241945047,0.2141702904192755,-2.5723002667607204,3.55649019555716,-4.340450249691003,-3.796912960691351,3.7529278967394966,4.317589862880187,3.6881202803550934,3.0556851475353035,3.958040295711662,7.223093210304102,0.7784987432588863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0.5590443340519187,0.9779067658047893,0.7603535917298103,3.9429597040661832,2.756386829096442,0.9255936536929852,6.398672672618872,1.778186576860719,-0.6136013187870724,5.394198040842996,6.9429978499757,3.1526783689461944,5.401554354413413,1.7083419989720792,8.30222782876048,0.751117988089204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-4.330796879002548,0.8650658558515545,0.6107120700777386,2.76085048574447,5.2475759643759545,-0.19116657549780314,5.066828587022343,2.960933160422158,2.5345581942459705,4.816878808664427,3.0977358464811857,7.769498138294788,6.11760565587776,1.6876702642369397,-0.08383944926266462,2.6937026408038367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-9.726620505397022,-4.54306855641542,-4.899477338122935,-1.4891693216116266,2.682113392730173,-3.450697574221806,6.036758614488676,-7.218200349710415,1.913860403294274,-0.1945015092933815,2.906019742278314,-2.8537383775292966,4.9999784170440735,-3.097658004300518,-0.5566493614689296,-8.177591849182768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-5.862146893072008,-2.7703715290997195,-5.715216543748454,-1.8559611173386088,1.009438886840968,-2.027053407338869,2.6004167522522863,-5.223652626232024,-0.5469926962603928,-3.0221971723234375,-1.7880211160099009,-4.955863489824008,3.530039810787862,-4.660690020009785,0.8614436252534325,-8.717810988349221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-0.4693983537397912,4.3174334757725035,0.3628864833810468,2.363711182033768,3.5600316406024035,0.8485290351265888,-0.6170415695338249,-2.6492306573614,-0.7124667709171106,-2.703718536039794,-10.552904187857614,-1.0891003840439097,1.5014448663194884,-4.1932117649316965,-1.937257484958021,-2.99735695343378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,6.30690525031784,9.22940347930809,5.610184880524287,6.423584144378964,7.964981381267833,3.97492030143151,1.3892176523798554,-0.737635713327478,0.10464328146255752,-1.0521937138949014,-6.902787209249865,-2.099990107615888,1.2928969886983523,-4.587560382410949,0.811249511483723,-2.1067131277833084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,4.108070055761615,5.112132694661611,0.03302751245962554,6.655396420257205,4.433461836607492,3.706739698342375,-3.1803375270372527,1.4854973363058406,0.7666278150962853,1.2281755927709028,2.696939268988814,-1.2290151690236542,2.0946467746701884,-4.238267870136106,3.8424671233933125,-1.2210818420751295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-6.8305052297425135,-2.458535089864185,-9.770676293516132,4.215877222507132,-3.876355058085693,-0.35037852562894045,-9.850014616040156,-1.0432017215809282,-1.0372324174830965,-0.14325098671853453,-1.7666098972501487,-4.472290768708504,-0.2702857185316816,-6.684265871243284,3.8392343341618655,-5.262483090617941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-8.562259607393543,-3.0203935000079554,-9.253715141033695,2.990043769326647,-5.114535322791497,-2.4440510540572618,-6.945815174439332,2.9550210899012157,-3.6234786441384017,-2.646912831049093,-8.232136629937202,-8.734698259345478,-2.583476832922173,-8.474005044029994,0.7582598633555477,-11.44735948497395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0.28368227610648944,5.370855031921877,5.434336171503624,9.9139772948079,3.932194569442501,3.9374482863959415,4.6044816515181,16.46888256224434,-1.815192796660142,-0.1642661326463326,-6.857313583944517,-2.95554698526513,-1.6592602185943406,-4.404069794546928,-3.539883794162165,-6.782017039621213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,5.6858270737575936,12.93912843659163,12.32766051127983,18.785852106240114,7.683813447690483,11.995962916832795,12.251917609505156,25.483588868952722,1.7990357778837023,6.154107877108984,-6.24381275052491,7.618392410055122,0.4874445196989541,0.7663147856318062,-7.020109897661442,3.1254434556663035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
